0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.133360000000000690e-07,5.372534826859440852e-06,3.792713830678544904e-05,1.896102448632986325e-04,7.490300027318097086e-04,2.464703764395908495e-03,6.839547381745431781e-03,1.556697958335038524e-02,2.726672965860434464e-02,3.368136938756777221e-02,2.726672965860434464e-02,1.556697958335038524e-02,6.839547381745431781e-03,2.464703764395908495e-03,7.490300027318097086e-04,1.896102448632986325e-04,3.792713830678544904e-05,5.372534826859440852e-06,4.133360000000000690e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.505004509457735712e-05,2.631125201029747103e-04,7.007039501426478309e-04,1.797370460857631094e-03,4.370362621778495042e-03,9.769237460724326805e-03,1.933334400542380954e-02,3.262389925772186255e-02,4.541208953321900638e-02,5.087496058078857381e-02,4.541208953321900638e-02,3.262389925772186255e-02,1.933334400542380954e-02,9.769237460724326805e-03,4.370362621778495042e-03,1.797370460857631094e-03,7.007039501426478309e-04,2.631125201029747103e-04,9.505004509457735712e-05,3.258998316468137704e-05,1.040700788915769274e-05,3.033678028963324414e-06,7.908148271214091619e-07,1.801941792010364867e-07,3.489094443470502438e-08,5.520878347569053861e-09,6.715732688207818407e-10,5.613561558609013259e-11,2.440749080000000999e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.440749080000000999e-12,5.613561558609013259e-11,6.715732688207818407e-10,5.520878347569053861e-09,3.489094443470502438e-08,1.801941792010364867e-07,7.908148271214091619e-07,3.033678028963324414e-06,1.040700788915769274e-05,3.258998316468137704e-05
1.625688584462297432e-04,4.781433522725344861e-04,1.373906680245556974e-03,3.640389842040670648e-03,8.605918809330868544e-03,1.780340588532799972e-02,3.180542400604175618e-02,4.855765268632076387e-02,6.282881147231628161e-02,6.851003894650513348e-02,6.282881147231628161e-02,4.855765268632076387e-02,3.180542400604175618e-02,1.780340588532799972e-02,8.605918809330868544e-03,3.640389842040670648e-03,1.373906680245556974e-03,4.781433522725344861e-04,1.625688584462297432e-04,5.853455337792528950e-05,2.363924275714248424e-05,1.050354711695767633e-05,4.797891562933309962e-06,2.128193217307876224e-06,8.890642525062435483e-07,3.449784929416438194e-07,1.234952326344380830e-07,4.059525889588568174e-08,1.219474679584233186e-08,3.327673629686373423e-09,8.184548731145593614e-10,1.795940722912891925e-10,3.469249111018236591e-11,5.880904739813667816e-12,1.626923108612122761e-12,5.880904739813667816e-12,3.469249111018236591e-11,1.795940722912891925e-10,8.184548731145593614e-10,3.327673629686373423e-09,1.219474679584233186e-08,4.059525889588568174e-08,1.234952326344380830e-07,3.449784929416438194e-07,8.890642525062435483e-07,2.128193217307876224e-06,4.797891562933309962e-06,1.050354711695767633e-05,2.363924275714248424e-05,5.853455337792528950e-05
-3.827829189494443398e-04,-1.220667506653610681e-04,1.193298939073786803e-03,4.870257462868851986e-03,1.267415181870725112e-02,2.604399979681315189e-02,4.466111316175987861e-02,6.519347993776496153e-02,8.164364952494904126e-02,8.797978511947805724e-02,8.164364952494904126e-02,6.519347993776496153e-02,4.466111316175987861e-02,2.604399979681315189e-02,1.267415181870725112e-02,4.870257462868851986e-03,1.193298939073786803e-03,-1.220667506653610681e-04,-3.827829189494443398e-04,-3.027338676159340835e-04,-1.768673940820718110e-04,-8.773602006850718751e-05,-3.880931510524943644e-05,-1.564103540920061452e-05,-5.786598320870124384e-06,-1.957316268793800336e-06,-5.936086907085774635e-07,-1.530514165422653962e-07,-2.801462821198217472e-08,4.251204690038451044e-10,3.737895831287522671e-09,2.403671092003180321e-09,1.128407992652320487e-09,4.858470987985592842e-10,3.050403884459743289e-10,4.858470987985592842e-10,1.128407992652320487e-09,2.403671092003180321e-09,3.737895831287522671e-09,4.251204690038451044e-10,-2.801462821198217472e-08,-1.530514165422653962e-07,-5.936086907085774635e-07,-1.957316268793800336e-06,-5.786598320870124384e-06,-1.564103540920061452e-05,-3.880931510524943644e-05,-8.773602006850718751e-05,-1.768673940820718110e-04,-3.027338676159340835e-04
-2.114051200253371215e-03,-2.137278894461755365e-03,-3.729104872920058515e-04,5.077119135091578278e-03,1.633047321387025991e-02,3.456417547383854733e-02,5.850656181193207572e-02,8.360288810318873554e-02,1.029799795439610977e-01,1.103001159657040348e-01,1.029799795439610977e-01,8.360288810318873554e-02,5.850656181193207572e-02,3.456417547383854733e-02,1.633047321387025991e-02,5.077119135091578278e-03,-3.729104872920058515e-04,-2.137278894461755365e-03,-2.114051200253371215e-03,-1.516065907634959412e-03,-9.180538115763322345e-04,-4.960725035019096160e-04,-2.462535054753141545e-04,-1.144292871988001947e-04,-5.044846288050402263e-05,-2.131032738916560008e-05,-8.684214092461021067e-06,-3.427791615793617990e-06,-1.312291093534303196e-06,-4.867381903058800896e-07,-1.743178766779535638e-07,-5.995299021814973339e-08,-1.971580280214366436e-08,-6.477006695259319894e-09,-3.432130639385889712e-09,-6.477006695259319894e-09,-1.971580280214366436e-08,-5.995299021814973339e-08,-1.743178766779535638e-07,-4.867381903058800896e-07,-1.312291093534303196e-06,-3.427791615793617990e-06,-8.684214092461021067e-06,-2.131032738916560008e-05,-5.044846288050402263e-05,-1.144292871988001947e-04,-2.462535054753141545e-04,-4.960725035019096160e-04,-9.180538115763322345e-04,-1.516065907634959412e-03
-5.578358326706479853e-03,-6.121446131649835136e-03,-3.813423323871823704e-03,3.897300610596378823e-03,1.941616297102470926e-02,4.352959426769875684e-02,7.390434709199678043e-02,1.046508821201511674e-01,1.278058233914550479e-01,1.364404313663118151e-01,1.278058233914550479e-01,1.046508821201511674e-01,7.390434709199678043e-02,4.352959426769875684e-02,1.941616297102470926e-02,3.897300610596378823e-03,-3.813423323871823704e-03,-6.121446131649835136e-03,-5.578358326706479853e-03,-4.049964427395312365e-03,-2.548457032463903593e-03,-1.441988279668579478e-03,-7.495595403035715341e-04,-3.634325726239619864e-04,-1.664419158749571204e-04,-7.282430315714933310e-05,-3.077455400786365322e-05,-1.269117894659595735e-05,-5.155027253116456289e-06,-2.077575142801515150e-06,-8.346698124202802803e-07,-3.353060118129838492e-07,-1.362487300878372815e-07,-6.057596469409904531e-08,-4.110998131570332696e-08,-6.057596469409904531e-08,-1.362487300878372815e-07,-3.353060118129838492e-07,-8.346698124202802803e-07,-2.077575142801515150e-06,-5.155027253116456289e-06,-1.269117894659595735e-05,-3.077455400786365322e-05,-7.282430315714933310e-05,-1.664419158749571204e-04,-3.634325726239619864e-04,-7.495595403035715341e-04,-1.441988279668579478e-03,-2.548457032463903593e-03,-4.049964427395312365e-03
-1.138399199241951244e-02,-1.270868571103374832e-02,-9.707517552888898435e-03,8.964733341806391687e-04,2.174818368941586200e-02,5.310861865621517575e-02,9.140221785225535744e-02,1.291789216790866779e-01,1.571120592881656564e-01,1.674298693598836874e-01,1.571120592881656564e-01,1.291789216790866779e-01,9.140221785225535744e-02,5.310861865621517575e-02,2.174818368941586200e-02,8.964733341806391687e-04,-9.707517552888898435e-03,-1.270868571103374832e-02,-1.138399199241951244e-02,-8.418214694314951271e-03,-5.446615565884825247e-03,-3.165326799360581624e-03,-1.675974093567409676e-03,-8.152459731096987558e-04,-3.660402482258708328e-04,-1.519813648904391604e-04,-5.828829814093864910e-05,-2.054473952909479371e-05,-6.580198174470744126e-06,-1.872014743346528000e-06,-4.512060903066162185e-07,-8.254515741170535628e-08,-8.616074300748808280e-09,-1.432282691070821833e-09,-2.466329043389447385e-09,-1.432282691070821833e-09,-8.616074300748808280e-09,-8.254515741170535628e-08,-4.512060903066162185e-07,-1.872014743346528000e-06,-6.580198174470744126e-06,-2.054473952909479371e-05,-5.828829814093864910e-05,-1.519813648904391604e-04,-3.660402482258708328e-04,-8.152459731096987558e-04,-1.675974093567409676e-03,-3.165326799360581624e-03,-5.446615565884825247e-03,-8.418214694314951271e-03
-2.027360840149730961e-02,-2.269310615057589658e-02,-1.879571627188167046e-02,-4.488313850636405783e-03,2.306941803213431383e-02,6.344407789527450880e-02,1.115526341171595714e-01,1.580607927537109603e-01,1.919558529510420608e-01,2.043813961145364011e-01,1.919558529510420608e-01,1.580607927537109603e-01,1.115526341171595714e-01,6.344407789527450880e-02,2.306941803213431383e-02,-4.488313850636405783e-03,-1.879571627188167046e-02,-2.269310615057589658e-02,-2.027360840149730961e-02,-1.523339679107736308e-02,-1.005235666020592999e-02,-5.931256571784617251e-03,-3.147353032124242805e-03,-1.495730541562815879e-03,-6.247430315535869782e-04,-2.172620673823110967e-04,-5.151549189337227026e-05,3.460342612891676375e-06,1.482838518091514902e-05,1.256418974717967781e-05,8.010608966640005949e-06,4.464875585707182799e-06,2.332090489533031686e-06,1.275098421894157379e-06,9.632375912665380126e-07,1.275098421894157379e-06,2.332090489533031686e-06,4.464875585707182799e-06,8.010608966640005949e-06,1.256418974717967781e-05,1.482838518091514902e-05,3.460342612891676375e-06,-5.151549189337227026e-05,-2.172620673823110967e-04,-6.247430315535869782e-04,-1.495730541562815879e-03,-3.147353032124242805e-03,-5.931256571784617251e-03,-1.005235666020592999e-02,-1.523339679107736308e-02
-3.318726286933029734e-02,-3.709343776979992513e-02,-3.203807749608689887e-02,-1.299929661951500399e-02,2.300586180224527266e-02,7.462410260785194704e-02,1.348995936132120765e-01,1.921911007017501061e-01,2.334327063545141578e-01,2.484526604217334178e-01,2.334327063545141578e-01,1.921911007017501061e-01,1.348995936132120765e-01,7.462410260785194704e-02,2.300586180224527266e-02,-1.299929661951500399e-02,-3.203807749608689887e-02,-3.709343776979992513e-02,-3.318726286933029734e-02,-2.525827071485349171e-02,-1.690103784721649904e-02,-1.004756122422455558e-02,-5.283594484998281084e-03,-2.397282073640284554e-03,-8.680819527353873669e-04,-1.741256981829727437e-04,7.607758725155354819e-05,1.260639614681520178e-04,1.048419849380027879e-04,6.991302914091871551e-05,4.127032160273636771e-05,2.253138124048294737e-05,1.185854488482453556e-05,6.647401314195897951e-06,5.112555162032428400e-06,6.647401314195897951e-06,1.185854488482453556e-05,2.253138124048294737e-05,4.127032160273636771e-05,6.991302914091871551e-05,1.048419849380027879e-04,1.260639614681520178e-04,7.607758725155354819e-05,-1.741256981829727437e-04,-8.680819527353873669e-04,-2.397282073640284554e-03,-5.283594484998281084e-03,-1.004756122422455558e-02,-1.690103784721649904e-02,-2.525827071485349171e-02
